activity,ax,ay,az,gx,gy,gz
sitting , 7.331 , -2.0806 , 6.2364 , 0.0093 , 0.0107 , -0.003
sitting , 7.3262 , -2.0974 , 6.2915 , 0.0067 , 0.0027 , -0.0025
sitting , 7.3981 , -2.0758 , 6.2724 , 0.0072 , 0.0102 , -0.0046
sitting , 7.307 , -2.0303 , 6.2652 , 0.0024 , 0.0049 , -0.003
sitting , 7.3478 , -2.0566 , 6.2532 , 0.004 , 0.0118 , -0.0025
sitting , 7.2951 , -2.0854 , 6.2724 , -0.0018 , 0.0033 , 0.0055
sitting , 7.3574 , -2.0758 , 6.2412 , -0.0002 , 0.0091 , 0.0055
sitting , 7.3502 , -1.9991 , 6.2292 , 0.0008 , 0.0001 , 0.0028
sitting , 7.3526 , -2.0734 , 6.2364 , 0.0045 , 0.0145 , 0.0002
sitting , 7.3047 , -2.0183 , 6.3107 , 0.0008 , 0.007 , -0.0036
sitting , 7.3502 , -1.992 , 6.2604 , 0.0035 , 0.0107 , -0.0004
sitting , 7.2903 , -1.9848 , 6.2724 , 0.0024 , 0.0006 , 0.0039
sitting , 7.3765 , -2.0854 , 6.2532 , 0.0067 , 0.0182 , 0.0018
sitting , 7.3142 , -2.0303 , 6.3011 , -0.0008 , 0.0038 , 0.0002
sitting , 7.3454 , -2.0087 , 6.246 , 0.0077 , 0.0113 , -0.0014
sitting , 7.3406 , -2.0111 , 6.2795 , 0.0019 , 0.0022 , 0.0007
sitting , 7.3574 , -2.0207 , 6.2532 , 0.0029 , 0.0145 , -0.0004
sitting , 7.3286 , -1.9824 , 6.2556 , 0.0029 , 0.0038 , 0.0012
sitting , 7.2927 , -2.0734 , 6.2268 , 0.0035 , 0.0086 , 0.0023
sitting , 7.2927 , -2.0662 , 6.2652 , -0.0029 , -0.0047 , 0.006
sitting , 7.3334 , -2.0614 , 6.27 , 0.0035 , 0.0139 , 0.0034
